FID,OBJECTID,SHAPE,BEZ,STRNAM,HNR,HNR_BIS,FUNDKATEGORIE,FUNDE,DATIERUNG,SE_ANNO_CAD_DATA
FUNDPUNKTEOGD.4541060,4541060,POINT (16.40565690665789 48.18465454997059),3,Litfaßstraße,,,Siedlungsbefund,"Menschenskelette, Straße",unbekannt,
FUNDPUNKTEOGD.4541061,4541061,POINT (16.41216600916004 48.17766448935541),11,Hauffgasse,2,,"Einzel-, Streufund",faustgroße Kieselsteine,unbekannt,
FUNDPUNKTEOGD.4541062,4541062,POINT (16.421595565705875 48.13111516358243),10,Klederinger Straße (Johanneskirche),,,Siedlungsbefund,"Mauerwerk, Wohngrube, Keramik",Römerzeit,
FUNDPUNKTEOGD.4541063,4541063,POINT (16.360000905671157 48.21467329005886),9,Sigmund-Freud-Park,,,"Einzel-, Streufund",Ziegel mit Stempel (10. Leg.),Römerzeit,
FUNDPUNKTEOGD.4541064,4541064,POINT (16.381092048700523 48.19690698725158),3,Salesianergasse,26,,Siedlungsbefund,Mauerwerk,Neuzeit,
FUNDPUNKTEOGD.4541065,4541065,POINT (16.373016375897098 48.21617295808112),1,Donaukanal,,,"Einzel-, Streufund","Bauschutt, Keramik",Mittelalter/Neuzeit,
FUNDPUNKTEOGD.4541066,4541066,POINT (16.422467652122076 48.169550442048816),11,Kobelgasse (Pfarrkirche St.Laurenz),,,"Einzel-, Streufund","Mauerwerk, Gräber, Keramik, Glas, Knochen, Münzen, Holz, Ziegel",Römerzeit/Mittelalter/Neuzeit,
FUNDPUNKTEOGD.4541067,4541067,POINT (16.45848105595894 48.151906989771206),11,Leberweg,,,"Einzel-, Streufund","Graben, Steingerät, Keramik, Werkzeug, Knochen",unbekannt,
FUNDPUNKTEOGD.4541068,4541068,POINT (16.33434525211535 48.1823504424028),12,Arndtstraße,59,,Siedlungsbefund,Grenzstein,Neuzeit,
FUNDPUNKTEOGD.4541069,4541069,POINT (16.317065149823783 48.16391565556561),12,Hetzendorfer Straße,33,35,Siedlungsbefund,"Lampe, Straße",unbekannt,
FUNDPUNKTEOGD.4541070,4541070,POINT (16.32259424908562 48.21609742678586),17,Mayssengasse,,,Grabbefund,"Tonlampe, Terra Sigillata, Keramik, Bronzering, Bronzefibel, Körpergrab",Römerzeit,
FUNDPUNKTEOGD.4541071,4541071,POINT (16.33988477735847 48.2097966184228),8,Blindengasse,15,,Grabbefund,"Brandschuttgrab, neuzeitlicher Grabstein",Römerzeit/Neuzeit,
FUNDPUNKTEOGD.4541072,4541072,POINT (16.327543530145896 48.22097145502442),17,Rosensteingasse,,,"Einzel-, Streufund",Münze,Römerzeit,
FUNDPUNKTEOGD.4541073,4541073,POINT (16.369917356332742 48.21014585029918),1,Tuchlauben,8,12,Siedlungsbefund,"Ziegel mit Stempel (10. Legion), Mauerwerk, Keramik",Römerzeit/Mittelalter/Neuzeit,
FUNDPUNKTEOGD.4541074,4541074,POINT (16.372674660837333 48.21065099229767),1,Hoher Markt,3,,Siedlungsbefund,"Mauerwerk, Boden, Keramik, Terra Sigillata, Bronzestili",Römerzeit,
FUNDPUNKTEOGD.4541075,4541075,POINT (16.37350367761949 48.211495638406284),1,Judengasse,5,,"Einzel-, Streufund","Ziegel mit Stempel (14. Legion), Architekturteile, Keramik, Glas, Mauerwerk, Hypokaustum, Boden, Brunnen, Grube",Römerzeit/Mittelalter/Neuzeit,
FUNDPUNKTEOGD.4541076,4541076,POINT (16.37217156544283 48.211442014484035),1,Salvatorgasse,1,9,Siedlungsbefund,"Leisten-und Röhrenziegel, Steinblöcke, Mörtelbrocken, Keramik, Mauerwerk",Römerzeit,
FUNDPUNKTEOGD.4541077,4541077,POINT (16.369268442877875 48.20888152976393),1,Graben,14,21,Siedlungsbefund,"Ziegel, Mauerwerk",Mittelalter,
FUNDPUNKTEOGD.4541078,4541078,POINT (16.370298155247436 48.21291245533387),1,Passauer Platz,,,Siedlungsbefund,Mauerwerk,Römerzeit/Mittelalter,
FUNDPUNKTEOGD.4541079,4541079,POINT (16.36987287093631 48.21282380892972),1,Schwertgasse,6,,Siedlungsbefund,Mauerwerk,Mittelalter,
FUNDPUNKTEOGD.4541080,4541080,POINT (16.365165332576975 48.21372872306831),1,Helferstorferstraße,6,,Siedlungsbefund,Mauerwerk,Römerzeit,
FUNDPUNKTEOGD.4541081,4541081,POINT (16.3714017759475 48.205290459208996),1,Johannesgasse,1,3,"Einzel-, Streufund",Terra Sigillata,Römerzeit,
FUNDPUNKTEOGD.4541082,4541082,POINT (16.371498898498846 48.2057992480121),1,Kärntner Straße,27,,Siedlungsbefund,"Gruben, Keramik, Tonlampen, Glas, Knochen, Asche, Terra Sigillata, Votivaltäre",Römerzeit,
FUNDPUNKTEOGD.4541083,4541083,POINT (16.383231245690602 48.206176029105706),3,Landstraßer Hauptstraße,2,,"Einzel-, Streufund",Münze,Römerzeit,
FUNDPUNKTEOGD.4541084,4541084,POINT (16.36073515463059 48.21563181136113),9,Währinger Straße,1,8,Siedlungsbefund,Straße,Römerzeit,
FUNDPUNKTEOGD.4541085,4541085,POINT (16.393212142621557 48.199912480781954),3,Landstraßer Hauptstraße,88,,"Einzel-, Streufund",Glasfläschchen,Römerzeit,
FUNDPUNKTEOGD.4541086,4541086,POINT (16.42037955692453 48.17001615257848),11,Simmeringer Hauptstraße,122,124,Siedlungsbefund,Mauerwerk,Neuzeit,
FUNDPUNKTEOGD.4541087,4541087,POINT (16.380261741738792 48.19718774509903),3,Marokkanergasse,25,,Siedlungsbefund,Mauerwerk,unbekannt,
FUNDPUNKTEOGD.4541088,4541088,POINT (16.386764042724472 48.19260984378984),3,Keilgasse,4,6,"Einzel-, Streufund",Terra Sigillata,Römerzeit,
FUNDPUNKTEOGD.4541089,4541089,POINT (16.38234009766229 48.20016120720557),3,Modenapark,,,"Einzel-, Streufund","eiserne Kugel, Münzen",Neuzeit,
FUNDPUNKTEOGD.4541090,4541090,POINT (16.313802415134873 48.257153274074994),19,Gspöttgraben,,,"Einzel-, Streufund",Pfeilspitze,Urgeschichte,
FUNDPUNKTEOGD.4541091,4541091,POINT (16.334643668598552 48.27716426809153),19,Kahlenberg,,,"Einzel-, Streufund",Münzen,Römerzeit,
FUNDPUNKTEOGD.4541092,4541092,POINT (16.355271522751693 48.25373183042496),19,Hohe Warte (Michaelerkirche),72,,"Einzel-, Streufund",Münzen,Mittelalter/Neuzeit,
FUNDPUNKTEOGD.4541093,4541093,POINT (16.374503461073083 48.208525236128246),1,Schulerstraße,,,Siedlungsbefund,"Ziegel, Keramik, Straße",Römerzeit,
FUNDPUNKTEOGD.4541094,4541094,POINT (16.378893292259143 48.21009038675297),1,Fleischmarkt,,,"Einzel-, Streufund",Lampe,Römerzeit,
FUNDPUNKTEOGD.4541095,4541095,POINT (16.365080329865723 48.20756627802563),1,Franzensplatz (Hofburg),,,Siedlungsbefund,"Mauerwerk, Knochen, Keramik, Ziegel",unbekannt,
FUNDPUNKTEOGD.4541096,4541096,POINT (16.364205670017032 48.20838264766927),1,Ballhausplatz,,,"Einzel-, Streufund",Münze,Römerzeit,
FUNDPUNKTEOGD.4541097,4541097,POINT (16.373093381514032 48.20786322154489),1,Churhausgasse,,,Siedlungsbefund,"Mauerwerk, Brandgräber, Ziegel, Keramik",Römerzeit,
FUNDPUNKTEOGD.4541098,4541098,POINT (16.371220396371765 48.20529462461379),1,Johannesgasse,,,Siedlungsbefund,Gruben,Römerzeit,
FUNDPUNKTEOGD.4541099,4541099,POINT (16.368129851172437 48.20953744892701),1,Graben,19,,Siedlungsbefund,"Mauerwerk, Terra Sigillata, Ofen, Grube, Schlacke",Römerzeit/Mittelalter/Neuzeit,
FUNDPUNKTEOGD.4541100,4541100,POINT (16.43106895725523 48.26645737570422),21,Siemensstraße,109,,Siedlungsbefund,Baumaterial,Neuzeit,
FUNDPUNKTEOGD.4541101,4541101,POINT (16.36411460515698 48.21412778755215),1,Heßgasse,3,5,Siedlungsbefund,Straße,unbekannt,
FUNDPUNKTEOGD.4541102,4541102,POINT (16.36378118141253 48.21345703761757),1,Schottenbastei,4,,"Einzel-, Streufund",Ziegel,Römerzeit,
FUNDPUNKTEOGD.4541103,4541103,POINT (16.436486756824515 48.1792706351384),11,Haidestraße (Kraftwerk Simmering),,,"Einzel-, Streufund",Kanonenkugeln,Neuzeit,
FUNDPUNKTEOGD.4541104,4541104,POINT (16.368575947929447 48.21254607611599),1,Wipplingerstraße,21,,Siedlungsbefund,"Mauerwerk, Ziegel",Römerzeit,
FUNDPUNKTEOGD.4541105,4541105,POINT (16.36826321277568 48.21269548725408),1,Tiefer Graben,21,,"Einzel-, Streufund",Münzen,Römerzeit/Neuzeit,
FUNDPUNKTEOGD.4541106,4541106,POINT (16.32288834672105 48.172753651339995),12,Edelsinnstraße,,,"Einzel-, Streufund",Lanzen,Römerzeit,
FUNDPUNKTEOGD.4541107,4541107,POINT (16.30786850725209 48.1653575895902),12,Hetzendorf,,,"Einzel-, Streufund",Münze,Römerzeit,
FUNDPUNKTEOGD.4541108,4541108,POINT (16.32099241637216 48.16353264017068),12,Altmannsdorf,,,"Einzel-, Streufund",Münze,Römerzeit,
FUNDPUNKTEOGD.4541109,4541109,POINT (16.32434678271928 48.18032510006678),12,Tivoligasse,,,"Einzel-, Streufund",Steinbeil,Urgeschichte,
FUNDPUNKTEOGD.4541110,4541110,POINT (16.271320128708386 48.17881758200274),13,Gobergasse,59,,"Einzel-, Streufund","Keramik, Hüttenlehm, Nuclei, Klingen, Abschläge, Tierknochen",Urgeschichte,
FUNDPUNKTEOGD.4541111,4541111,POINT (16.260909093018025 48.17841296487606),13,Gemeindeberg,,,"Einzel-, Streufund",Flachaxt ?,Urgeschichte,
FUNDPUNKTEOGD.4541112,4541112,POINT (16.26028335620848 48.17869377318649),13,Gemeindeberg,,,"Einzel-, Streufund","Keramik, Steinartefakte, Knochenartefakte",Urgeschichte,
FUNDPUNKTEOGD.4541113,4541113,POINT (16.268845642535872 48.18110062947717),13,Girzenberg,,,"Einzel-, Streufund",Münze,Römerzeit,
FUNDPUNKTEOGD.4541114,4541114,POINT (16.183715252548964 48.156738261436644),MD,Laab im Walde,,,Siedlungsbefund,"römische Wasserleitung, Münze",Römerzeit,
FUNDPUNKTEOGD.4541115,4541115,POINT (16.280971140115724 48.18143794053004),13,Spohrstraße,,,Grabbefund,"Eisenschwert, Krummmesser, Lanzenspitze, Keramikl, Körpergräber",Urgeschichte/Mittelalter,
FUNDPUNKTEOGD.4541116,4541116,POINT (16.281219244033203 48.18234557837248),13,Spohrstraße,,,"Einzel-, Streufund","Säbel, Messer, Beschläge, Steigbügel, Stangengebisse, Äxte, Lanzenspitzen, Pfeilspitzen, Schnallen, Knöpfe, Glasperlen, Münzen, Gräber",Urgeschichte/Römerzeit/Mittelalter,
FUNDPUNKTEOGD.4541117,4541117,POINT (16.27379729301168 48.17982307710633),13,Veitingergasse,,,"Einzel-, Streufund",Münze,Römerzeit,
FUNDPUNKTEOGD.4541118,4541118,POINT (16.293550584139673 48.18571928639939),13,Wenzgasse,18,,Siedlungsbefund,"Keramik, Silices, Abschläge, Hüttenlehm, Reibplatte",Urgeschichte,
FUNDPUNKTEOGD.4541119,4541119,POINT (16.279615494951994 48.20880718644078),14,Baumgartner Höhe,,,"Einzel-, Streufund",Münze,Römerzeit,
FUNDPUNKTEOGD.4541120,4541120,POINT (16.24232678033603 48.21907028002173),14,Halterbachtal,,,"Einzel-, Streufund","Hufeisen, militärisches Lager?",unbekannt,
FUNDPUNKTEOGD.4541121,4541121,POINT (16.263852823701342 48.20126783456682),14,Linzer Straße,376,382,"Einzel-, Streufund","Bohlenweg, Hufeisen",Neuzeit,
FUNDPUNKTEOGD.4541122,4541122,POINT (16.260254802879015 48.20138366926382),14,Linzer Straße,391,,"Einzel-, Streufund","Grube, Keramik, Kacheln",Neuzeit,
FUNDPUNKTEOGD.4541123,4541123,POINT (16.29466492235722 48.14764044072303),23,Atzgersdorf,,,Grabbefund,"Menschenskelette, Gräber",unbekannt,
FUNDPUNKTEOGD.4541124,4541124,POINT (16.29735052005851 48.14621204349468),23,Erlaaer Straße,3,,Grabbefund,Menschenskelett,unbekannt,
FUNDPUNKTEOGD.4541125,4541125,POINT (16.377976284524667 48.21040367912215),1,Laurenzerberg,,,Siedlungsbefund,"Keramik, bearbeitete Knochen, Terra Sigillata, Ziegel, Terra Nigra, Lampen, Kupferschmuck, Reibschalen, Amphoren, Glas, Gruben, Mauerwerk",Römerzeit,
FUNDPUNKTEOGD.4541126,4541126,POINT (16.282359866905555 48.133914476058095),23,Färbermühlgasse,6,,Grabbefund,"Gräber, Gürtelschnallen, Münzen",unbekannt,
FUNDPUNKTEOGD.4541127,4541127,POINT (16.303018096743564 48.12433005570717),23,Siebenhirten,,,Grabbefund,"Gräber, Menschenskelette, Keramik, Schwerter",Urgeschichte,
FUNDPUNKTEOGD.4541128,4541128,POINT (16.310956290035026 48.21913128586409),16,Julius Meinl-Gasse,1,,Fossilfund,Knochen,unbekannt,
FUNDPUNKTEOGD.4541129,4541129,POINT (16.36555890370507 48.26032347539405),19,Hackhofergasse,,,Grabbefund,"Bronzearmreifen, Gräber",Urgeschichte (Latènezeit),
FUNDPUNKTEOGD.4541130,4541130,POINT (16.355319520223738 48.253596718354),19,Grinzinger Straße,78,,Siedlungsbefund,"Mauerwerk, Ziegel",Römerzeit,
FUNDPUNKTEOGD.4541131,4541131,POINT (16.490447015867595 48.22180859034123),22,,,,Grabbefund,"Menschenskelette, Metallknöpfe, Schnallen",Neuzeit,
FUNDPUNKTEOGD.4541132,4541132,POINT (16.375219073823775 48.22092767461836),2,Leopoldsgasse,,,"Einzel-, Streufund",Keramik,Mittelalter/Neuzeit,
FUNDPUNKTEOGD.4541133,4541133,POINT (16.44225902497979 48.154625367130556),11,Simmeringer Hauptstraße (Zentralfriedhof 2.Tor),341,,Siedlungsbefund,Straße,unbekannt,
FUNDPUNKTEOGD.4541134,4541134,POINT (16.386163503979468 48.194992560621344),3,Rennweg,,,"Einzel-, Streufund",Keramik,Urgeschichte,
FUNDPUNKTEOGD.4541135,4541135,POINT (16.395392387120594 48.193224913731854),3,Klimschgasse,25,,Grabbefund,"Keramik, Münze, Bronzenadel, Menschenskelett",Römerzeit,
FUNDPUNKTEOGD.4541136,4541136,POINT (16.34400902886764 48.27906745337915),19,Leopoldsberg,,,Siedlungsbefund,"Urnen, Bronzemesser, Schmuck, Spinnwirtel",Urgeschichte,
FUNDPUNKTEOGD.4541137,4541137,POINT (16.34841846731741 48.27534991688614),19,Waldbachsteig,20,,"Einzel-, Streufund",Goldmünze,Urgeschichte,
FUNDPUNKTEOGD.4541138,4541138,POINT (16.43914635755832 48.256536694302426),22,Eipeldauer Straße,,,Siedlungsbefund,"Siedlungsbefunde, Keramik",Urgeschichte/Römerzeit,
FUNDPUNKTEOGD.4541139,4541139,POINT (16.440163702041342 48.25972862289438),22,Leopoldau,,,Grabbefund,Brandgräber,Urgeschichte,
FUNDPUNKTEOGD.4541140,4541140,POINT (16.402951864650237 48.19028085826991),3,Schlachthausgasse,,,"Einzel-, Streufund",Münze,Römerzeit,
FUNDPUNKTEOGD.4541141,4541141,POINT (16.420768516015762 48.170194599315586),11,Simmeringer Hauptstraße,153,155,Siedlungsbefund,"Straße, Metall","Mittelalter, Neuzeit",
FUNDPUNKTEOGD.4541142,4541142,POINT (16.374791131270978 48.21161661210432),1,Seitenstettengasse,4,5,Siedlungsbefund,"Ziegel mit Stempel (10., 13. Leg., Cohors I Aelia Sag), Architekturteile, Tonrohre, Estrich mit Mosaik",Römerzeit,
FUNDPUNKTEOGD.4541143,4541143,POINT (16.375018653749013 48.2002858830212),1,Lothringerstraße,,,"Einzel-, Streufund",Ziegel,Römerzeit,
FUNDPUNKTEOGD.4541144,4541144,POINT (16.375070087528545 48.21129761856216),1,Rabensteig,1,,Siedlungsbefund,"Münze, Altar, Steindenkmäler, Graben, Kanal",Römerzeit,
FUNDPUNKTEOGD.4541145,4541145,POINT (16.394017819030203 48.19319553167129),3,Steingasse,25,,Siedlungsbefund,"Mauerwerk, Münzen",Römerzeit,
FUNDPUNKTEOGD.4541146,4541146,POINT (16.392893519580447 48.1926123407939),3,Rennweg,60,62,Siedlungsbefund,"Keramik, Terra Sigillata, Terra Nigra, Ziegel, Knochen, Lampen, Wandverputz, Glas, Mauerwerk",Römerzeit,
FUNDPUNKTEOGD.4541147,4541147,POINT (16.371367194120193 48.210106924127956),1,Wildpretmarkt,1,5,"Einzel-, Streufund",Münze,Römerzeit,
FUNDPUNKTEOGD.4541148,4541148,POINT (16.350720588034893 48.217275057380654),9,Rummelhardgasse,4,,Grabbefund,Menschenskelette,Neuzeit,
FUNDPUNKTEOGD.4541149,4541149,POINT (16.38649664561297 48.193964487626076),3,Fasangasse,1,,"Einzel-, Streufund",Leistenziegel,Römerzeit,
FUNDPUNKTEOGD.4541150,4541150,POINT (16.373908999731153 48.21106768969628),1,Bauernmarkt,19,21,"Einzel-, Streufund","Bauquader, Grabstein, Ziegel mit Stempel ( M Anton Tib)",Römerzeit,
FUNDPUNKTEOGD.4541151,4541151,POINT (16.369832385043637 48.203229727476185),1,Opernring,2,,"Einzel-, Streufund",Keramik,Römerzeit,
FUNDPUNKTEOGD.4541152,4541152,POINT (16.369595424010615 48.2099456924881),1,Tuchlauben,2,14,Siedlungsbefund,"Tonröhren, Mauerwerk",Römerzeit,
FUNDPUNKTEOGD.4541153,4541153,POINT (16.368873118573653 48.209914469164524),1,Bognergasse,2,,Negativbefund,,unbekannt,
FUNDPUNKTEOGD.4541154,4541154,POINT (16.400377208291324 48.18836652085666),3,Rennweg,95,,Siedlungsbefund,Straße,Römerzeit,
FUNDPUNKTEOGD.4541155,4541155,POINT (16.3796240058403 48.19944709791464),3,Marokkanergasse,,,"Einzel-, Streufund",Keramik,Neuzeit,
FUNDPUNKTEOGD.4541156,4541156,POINT (16.370194078141743 48.21216557287843),1,Wipplingerstraße,10,,Siedlungsbefund,"Ziegel, Architekturteile",Römerzeit,
FUNDPUNKTEOGD.4541157,4541157,POINT (16.38494757165168 48.1916035298577),3,Jacquingasse,31,,"Einzel-, Streufund",Aquamanile,Römerzeit,
FUNDPUNKTEOGD.4541158,4541158,POINT (16.36939436098208 48.211244452203566),1,Parisergasse,4,,Siedlungsbefund,"Ziegel, Architekturteile",Römerzeit/Mittelalter,
FUNDPUNKTEOGD.4541159,4541159,POINT (16.37410642080828 48.21080361981486),1,Fischhofgasse,,,Siedlungsbefund,"Mauerwerk, Ziegel, Architekturteile",Römerzeit/Mittelalter,
FUNDPUNKTEOGD.4541160,4541160,POINT (16.370182529063428 48.20083348616224),1,Karlsplatz,3,,"Einzel-, Streufund",Tüllenbeil,Urgeschichte,
FUNDPUNKTEOGD.4541161,4541161,POINT (16.369616480362915 48.20170941324852),1,Kärntner Straße,59,,"Einzel-, Streufund","Mauerwerk, Münze",Neuzeit,
FUNDPUNKTEOGD.4541162,4541162,POINT (16.359144971996567 48.214997687766925),9,Alser Straße,,,Grabbefund,"Steinsarkophag, Fibel, Ring, Knopf",Römerzeit,
FUNDPUNKTEOGD.4541163,4541163,POINT (16.348805159597013 48.20359164699166),7,Neubaugasse,59,,"Einzel-, Streufund",Münzen,Römerzeit/Neuzeit,
FUNDPUNKTEOGD.4541164,4541164,POINT (16.378848092936877 48.21188109669893),1,Schwedenbrücke,,,"Einzel-, Streufund",Münze,Römerzeit,
FUNDPUNKTEOGD.4541165,4541165,POINT (16.32082539787956 48.25223138564424),19,Sieveringer Straße,,,"Einzel-, Streufund",Mauerwerk,Mittelater/Neuzeit,
FUNDPUNKTEOGD.4541166,4541166,POINT (16.345164495415364 48.202336625954395),7,Zieglergasse,44,,"Einzel-, Streufund",Grundstein mit Aufschrift,Neuzeit,
FUNDPUNKTEOGD.4541168,4541168,POINT (16.336636038213474 48.21689169324863),17,Hernalser Hauptstraße,37,,Grabbefund,"Grab, Ziegel mit Stempel (10. Legion)",Römerzeit,
FUNDPUNKTEOGD.4541169,4541169,POINT (16.326399396541994 48.22178862086639),17,Pezzlgasse,80,,"Einzel-, Streufund",Münze,Römerzeit,
FUNDPUNKTEOGD.4541170,4541170,POINT (16.374279874575638 48.21189572541542),1,Ruprechtsplatz,4,5,Siedlungsbefund,"Mauerwerk, Böden, Merkurstatuette, Keramik, Fischgräten (Stöhr), Ziegel (13., 14., 10. Legion), Mosaiksteinchen, Wandmalerei",Römerzeit/ Mittelalter/ Neuzeit,
FUNDPUNKTEOGD.4541171,4541171,POINT (16.354209917738928 48.205286506959574),7,Neustiftgasse,15,,"Einzel-, Streufund",Münze,Römerzeit,
FUNDPUNKTEOGD.4541172,4541172,POINT (16.357758595175486 48.19858072188435),6,Gumpendorfer Straße,39,,Siedlungsbefund,Meilenstein,Römerzeit,
FUNDPUNKTEOGD.4541173,4541173,POINT (16.34388019957107 48.19108689839241),6,Sonnenuhrgasse,4,,Grabbefund,Steinsarkophag,Römerzeit,
FUNDPUNKTEOGD.4541174,4541174,POINT (16.356800299576083 48.2053159279538),7,Neustiftgasse,1,,"Einzel-, Streufund",Keramik,unbekannt,
FUNDPUNKTEOGD.4541175,4541175,POINT (16.354235619816073 48.209119773662216),8,Josefstädter Straße,3,,"Einzel-, Streufund",Münzen,Neuzeit,
FUNDPUNKTEOGD.4541176,4541176,POINT (16.35463383114411 48.23102229236529),9,Nußdorfer Straße,90,,"Einzel-, Streufund",Bronzenadel,Urgeschichte,
FUNDPUNKTEOGD.4541177,4541177,POINT (16.36132877156972 48.257333127847126),19,Hammerschmidtgasse,18,,Grabbefund,"Grab, Keramik, Münzen, Schmuck, Glas",Römerzeit/Mittelalter,
FUNDPUNKTEOGD.4541178,4541178,POINT (16.351731511534947 48.249225887773974),19,Formanekgasse,38,,Fossilfund,Fossilien,unbekannt,
FUNDPUNKTEOGD.4541179,4541179,POINT (16.36314130624643 48.257783362729775),19,Hammerschmidtgasse,26,,"Einzel-, Streufund",Schmelztiegel,Neuzeit,
FUNDPUNKTEOGD.4541180,4541180,POINT (16.367717232043656 48.20697545762074),1,Bräunerstraße,14,,Grabbefund,"Keramik, Terra Sigillata, Ziegel, Menschenskelette",Römerzeit,
FUNDPUNKTEOGD.4541181,4541181,POINT (16.36414915512063 48.199096057395735),6,Linke Wienzeile,,,"Einzel-, Streufund",Münzen,Römerzeit,
FUNDPUNKTEOGD.4541182,4541182,POINT (16.344017968845897 48.21221837207682),8,Albertgasse,,,"Einzel-, Streufund",Keramik,unbekannt,
FUNDPUNKTEOGD.4541183,4541183,POINT (16.359257150326023 48.21402783748402),9,Universitätsstraße,,,"Einzel-, Streufund","Keramik, Münze",Römerzeit,
FUNDPUNKTEOGD.4541184,4541184,POINT (16.43246750098161 48.16169024115544),11,Mazellegasse,,,"Einzel-, Streufund",Hufeisen,Neuzeit,
FUNDPUNKTEOGD.4541185,4541185,POINT (16.40924480467255 48.1788338184243),11,Geystraße,,,Siedlungsbefund,Mauerwerk,Neuzeit,
FUNDPUNKTEOGD.4541186,4541186,POINT (16.301011631018575 48.16820836015233),12,Premlechnergasse,,,Siedlungsbefund,römische Wasserleitung,Römerzeit,
FUNDPUNKTEOGD.4541187,4541187,POINT (16.34895756898521 48.17997435051088),12,Eichenstraße (ehemals Marx-Meidlingerstraße),1,,"Einzel-, Streufund","Keramik, Straße",Mittelalter,
FUNDPUNKTEOGD.4541188,4541188,POINT (16.341089781985705 48.18178612122083),12,Malfattigasse,17,,Grabbefund,Menschenskelett,unbekannt,
FUNDPUNKTEOGD.4541189,4541189,POINT (16.291586899190918 48.16239811922257),12,Rosenhügel,,,"Einzel-, Streufund",Münzen,Neuzeit,
FUNDPUNKTEOGD.4541190,4541190,POINT (16.322205442483067 48.219053923585214),17,Clemens Hofbauer-Platz,,,"Einzel-, Streufund",Münzen,Römerzeit,
FUNDPUNKTEOGD.4541191,4541191,POINT (16.53141702611659 48.2119862932562),22,Eßlinger Hauptstraße,139,,Grabbefund,Menschenskelette,Neuzeit,
FUNDPUNKTEOGD.4541192,4541192,POINT (16.371956985312146 48.224718749397965),2,Obere Augartenstraße,12,14,"Einzel-, Streufund",Glasfläschchen,unbekannt,
FUNDPUNKTEOGD.4541193,4541193,POINT (16.381981324870107 48.2213994961277),2,Taborstraße,55,57,Siedlungsbefund,Knüppelweg,unbekannt,
FUNDPUNKTEOGD.4541194,4541194,POINT (16.395556309536552 48.19336536653633),3,Hafengasse,2,,Siedlungsbefund,"Graben, Grube, Keramik",Römerzeit,
FUNDPUNKTEOGD.4541195,4541195,POINT (16.400935440104096 48.1946876504823),3,Baumgasse,34,,"Einzel-, Streufund",Münzen,Römerzeit,
FUNDPUNKTEOGD.4541196,4541196,POINT (16.387547404978463 48.20512604655715),3,Landstraßer Hauptstraße,,,Siedlungsbefund,"Straße, Ziegel, Eisen, Bronzescheibe, Eisenschlacke",Römerzeit,
FUNDPUNKTEOGD.4541197,4541197,POINT (16.46608890259565 48.14836186676498),11,Csokorgasse,,,"Einzel-, Streufund",Keramik,Urgeschichte,
FUNDPUNKTEOGD.4541198,4541198,POINT (16.41631099943384 48.1344370639803),10,Unterlaaer Straße,,,"Einzel-, Streufund","Keramik, Hüttenlehm",Urgeschichte,
FUNDPUNKTEOGD.4541199,4541199,POINT (16.418168879756138 48.13496001048585),10,Laaer Berg (Südhang),,,"Einzel-, Streufund","Keramik, Webstuhlgewicht",Urgeschichte,
FUNDPUNKTEOGD.4541200,4541200,POINT (16.36898842199802 48.211778684954226),1,Drahtgasse,3,,Siedlungsbefund,Mauerwerk,Mittelalter/Neuzeit,
FUNDPUNKTEOGD.4541201,4541201,POINT (16.473100255007935 48.16046674769008),11,Kaiser-Ebersdorfer Straße,297,,Siedlungsbefund,Mauerwerk,Mittelalter/Neuzeit,
FUNDPUNKTEOGD.4541202,4541202,POINT (16.370178198045366 48.20603144704918),1,Neuer Markt,9,11,Siedlungsbefund,Mauerwerk,Neuzeit,
FUNDPUNKTEOGD.4541203,4541203,POINT (16.375005114682907 48.21128319744549),1,Rabensteig,1,,Siedlungsbefund,"Ziegel mit Stempel, Keramik, Steindenkmäler",Römerzeit,
FUNDPUNKTEOGD.4541167,4541167,POINT (16.366735040950495 48.21322999309495),1,Hohenstaufengasse,4,,"Einzel-, Streufund",Keramik,Römerzeit/Mittelalter/Neuzeit,
FUNDPUNKTEOGD.4541204,4541204,POINT (16.37003300400808 48.207091682982195),1,Spiegelgasse,11,14,Siedlungsbefund,"Öfen, Ziegelgrab, Keramik",Römerzeit,
FUNDPUNKTEOGD.4541205,4541205,POINT (16.36995670634119 48.206949855366396),1,Spiegelgasse,13,,Siedlungsbefund,"Ziegel, Amphoren, Keramik, Terra sigillata, Glas, Knochen",Römerzeit,
FUNDPUNKTEOGD.4541206,4541206,POINT (16.375506222070985 48.21143304274046),1,Rabensteig,2,8,Siedlungsbefund,"Mauer, Graben, Palisaden, Münzen",Römerzeit,
FUNDPUNKTEOGD.4541207,4541207,POINT (16.373995771774666 48.21072029818989),1,Rotgasse,7,,Siedlungsbefund,"Mauerwerk, Ziegel mit Stempel (13., 10. Legion)",Römerzeit,
FUNDPUNKTEOGD.4541208,4541208,POINT (16.37249314737283 48.210150523385614),1,Bauernmarkt,11,13,Siedlungsbefund,"Architekturteile, Münze, Ziegel mit Stempel (10., 14. Legion)",Römerzeit,
FUNDPUNKTEOGD.4541209,4541209,POINT (16.371456616687432 48.212162619830785),1,Salvatorgasse,10,,Siedlungsbefund,Mauerwerk,Neuzeit,
FUNDPUNKTEOGD.4541210,4541210,POINT (16.386388321715444 48.212181335060016),3,Weißgerberufer,,,"Einzel-, Streufund",Lochaxt,Urgeschichte,
